A	B	Score
UBE2N	FBXO27	900
UBE2O	FBXO27	901
UBE2U	FBXO27	900
UBE2V1	FBXO27	900
UBE2V2	FBXO27	900
UBE2W	FBXO27	900
UBE2Z	FBXO27	900
USP47	FBXO27	905
CAND1	FBXO30	902
CCDC22	FBXO30	900
COMMD1	FBXO30	900
COMMD10	FBXO30	900
COMMD2	FBXO30	900
COMMD3	FBXO30	900
COMMD4	FBXO30	900
COMMD5	FBXO30	900
COMMD6	FBXO30	900
COMMD7	FBXO30	900
COMMD8	FBXO30	902
COMMD9	FBXO30	900
CUL1	FBXO30	905
DCUN1D1	FBXO30	902
DCUN1D2	FBXO30	902
DCUN1D3	FBXO30	901
DCUN1D4	FBXO30	902
DCUN1D5	FBXO30	901
NEDD8	FBXO30	900
RPS27A	FBXO30	900
UBA52	FBXO30	900
UBA7	FBXO30	901
UBB	FBXO30	900
UBC	FBXO30	900
UBE2A	FBXO30	900
UBE2B	FBXO30	900
UBE2C	FBXO30	902
UBE2D1	FBXO30	900
UBE2D2	FBXO30	902
UBE2D3	FBXO30	902
UBE2E1	FBXO30	900
UBE2E2	FBXO30	900
UBE2E3	FBXO30	900
UBE2F	FBXO30	900
UBE2G1	FBXO30	902
UBE2G2	FBXO30	900
UBE2H	FBXO30	902
UBE2J1	FBXO30	901
UBE2J2	FBXO30	900
UBE2K	FBXO30	905
UBE2L6	FBXO30	900
UBE2M	FBXO30	900
UBE2N	FBXO30	900
UBE2O	FBXO30	900
UBE2Q1	FBXO30	901
UBE2Q2	FBXO30	901
UBE2R2	FBXO30	900
UBE2S	FBXO30	902
UBE2U	FBXO30	900
UBE2V1	FBXO30	902
UBE2V2	FBXO30	902
UBE2W	FBXO30	900
UBE2Z	FBXO30	900
BTRC	FBXO31	902
CAND1	FBXO31	900
CCDC22	FBXO31	900
CCNF	FBXO31	901
COMMD2	FBXO31	900
COMMD3	FBXO31	900
COMMD5	FBXO31	900
COMMD6	FBXO31	900
COMMD8	FBXO31	900
CUL1	FBXO31	900
DCUN1D2	FBXO31	901
DCUN1D3	FBXO31	900
DCUN1D4	FBXO31	900
FBH1	FBXO31	900
FBXL19	FBXO31	901
FBXL2	FBXO31	905
FBXL3	FBXO31	901
FBXL5	FBXO31	900
FBXO32	FBXO31	901
FBXO44	FBXO31	907
FBXO6	FBXO31	908
FBXW5	FBXO31	908
UBA52	FBXO31	900
UBA7	FBXO31	900
UBC	FBXO31	900
UBE2A	FBXO31	900
UBE2C	FBXO31	900
UBE2D1	FBXO31	902
UBE2D2	FBXO31	900
UBE2D3	FBXO31	900
UBE2E2	FBXO31	900
UBE2E3	FBXO31	900
UBE2F	FBXO31	900
UBE2G1	FBXO31	900
UBE2G2	FBXO31	900
UBE2H	FBXO31	902
UBE2J1	FBXO31	900
UBE2J2	FBXO31	900
UBE2N	FBXO31	900
UBE2O	FBXO31	902
UBE2U	FBXO31	900
UBE2V1	FBXO31	900
UBE2V2	FBXO31	900
UBE2W	FBXO31	900
UBE2Z	FBXO31	900
USP47	FBXO31	900
CAND1	FBXO32	902
UBC	FBXO32	900
UBE2F	FBXO32	900
UBE2J1	FBXO32	902
UBE2V2	FBXO32	902
USP47	FBXO32	905
BTRC	FBXO4	900
CAND1	FBXO4	900
CCDC22	FBXO4	900
CCNF	FBXO4	900
CCT2	FBXO4	900
CCT3	FBXO4	900
CCT4	FBXO4	900
CCT6B	FBXO4	900
CCT8	FBXO4	900
COMMD1	FBXO4	900
COMMD2	FBXO4	900
COMMD3	FBXO4	902
COMMD5	FBXO4	900
COMMD6	FBXO4	900
COMMD8	FBXO4	900
CUL1	FBXO4	900
DCUN1D1	FBXO4	900
DCUN1D2	FBXO4	900
DCUN1D3	FBXO4	900
DCUN1D4	FBXO4	902
FBH1	FBXO4	902
FBXL19	FBXO4	902
FBXL2	FBXO4	900
FBXL3	FBXO4	900
FBXL5	FBXO4	907
FBXO17	FBXO4	916
FBXO2	FBXO4	803
FBXO27	FBXO4	919
FBXO31	FBXO4	905
FBXO32	FBXO4	905
FBXO44	FBXO4	909
FBXO6	FBXO4	909
FBXW5	FBXO4	907
FBXW7	FBXO4	902
TCP1	FBXO4	900
UBA52	FBXO4	900
UBA7	FBXO4	902
UBB	FBXO4	900
UBC	FBXO4	900
UBE2A	FBXO4	902
UBE2C	FBXO4	902
UBE2D1	FBXO4	900
UBE2D2	FBXO4	900
UBE2D3	FBXO4	900
UBE2E1	FBXO4	903
UBE2E2	FBXO4	906
UBE2E3	FBXO4	913
UBE2F	FBXO4	900
UBE2G1	FBXO4	902
UBE2G2	FBXO4	900
UBE2H	FBXO4	907
UBE2J1	FBXO4	900
UBE2J2	FBXO4	900
UBE2L6	FBXO4	900
UBE2N	FBXO4	900
UBE2O	FBXO4	901
UBE2Q1	FBXO4	900
UBE2U	FBXO4	901
UBE2V1	FBXO4	900
UBE2V2	FBXO4	900
UBE2W	FBXO4	900
UBE2Z	FBXO4	901
USP47	FBXO4	905
CAND1	FBXO40	901
CCDC22	FBXO40	900
COMMD2	FBXO40	900
COMMD3	FBXO40	900
COMMD5	FBXO40	900
COMMD6	FBXO40	900
COMMD8	FBXO40	900
DCUN1D2	FBXO40	902
DCUN1D4	FBXO40	900
UBA52	FBXO40	900
UBC	FBXO40	900
UBE2A	FBXO40	900
UBE2C	FBXO40	900
UBE2D1	FBXO40	902
UBE2D2	FBXO40	901
UBE2D3	FBXO40	901
UBE2E2	FBXO40	900
UBE2E3	FBXO40	900
UBE2F	FBXO40	900
UBE2G1	FBXO40	902
UBE2G2	FBXO40	900
UBE2H	FBXO40	911
UBE2J1	FBXO40	900
UBE2J2	FBXO40	900
UBE2U	FBXO40	900
UBE2V1	FBXO40	901
UBE2V2	FBXO40	901
UBE2W	FBXO40	900
UBE2Z	FBXO40	900
CAND1	FBXO41	901
UBC	FBXO41	901
UBE2F	FBXO41	900
UBE2J1	FBXO41	900
CAND1	FBXO44	900
CCNF	FBXO44	900
COMMD2	FBXO44	900
COMMD3	FBXO44	900
COMMD5	FBXO44	901
COMMD8	FBXO44	900
DCUN1D2	FBXO44	900
DCUN1D4	FBXO44	901
FBH1	FBXO44	904
FBXL19	FBXO44	900
FBXL2	FBXO44	901
FBXO32	FBXO44	900
UBA52	FBXO44	900
UBC	FBXO44	900
UBE2D2	FBXO44	900
UBE2E2	FBXO44	902
UBE2E3	FBXO44	900
UBE2F	FBXO44	900
UBE2G1	FBXO44	907
UBE2J1	FBXO44	900
UBE2J2	FBXO44	905
UBE2V2	FBXO44	900
UBE2W	FBXO44	900
USP47	FBXO44	905
BTRC	FBXO5	901
CDC16	FBXO5	929
CDC20	FBXO5	995
CDC26	FBXO5	929
CUL1	FBXO5	902
FZR1	FBXO5	915
RPS27A	FBXO5	901
SKP1	FBXO5	902
UBA52	FBXO5	900
UBB	FBXO5	900
UBC	FBXO5	900
CAND1	FBXO6	900
CCNF	FBXO6	900
CCT4	FBXO6	900
COMMD2	FBXO6	900
COMMD3	FBXO6	900
COMMD5	FBXO6	901
COMMD8	FBXO6	900
DCUN1D2	FBXO6	900
DCUN1D4	FBXO6	900
FBH1	FBXO6	901
FBXL19	FBXO6	900
FBXL2	FBXO6	900
FBXO32	FBXO6	900
FBXO44	FBXO6	900
UBA52	FBXO6	900
UBC	FBXO6	900
UBE2D2	FBXO6	900
UBE2E2	FBXO6	901
UBE2E3	FBXO6	900
UBE2F	FBXO6	900
UBE2G1	FBXO6	909
UBE2J1	FBXO6	900
UBE2J2	FBXO6	905
UBE2V2	FBXO6	900
UBE2W	FBXO6	900
USP47	FBXO6	905
CAND1	FBXO7	900
CCDC22	FBXO7	900
COMMD1	FBXO7	900
COMMD10	FBXO7	902
COMMD2	FBXO7	900
COMMD3	FBXO7	900
COMMD4	FBXO7	900
COMMD5	FBXO7	900
COMMD6	FBXO7	900
COMMD7	FBXO7	900
COMMD8	FBXO7	900
CUL1	FBXO7	900
DCUN1D1	FBXO7	900
DCUN1D2	FBXO7	900
DCUN1D3	FBXO7	900
DCUN1D4	FBXO7	900
RPS27A	FBXO7	900
UBA52	FBXO7	900
UBA7	FBXO7	900
UBB	FBXO7	900
UBC	FBXO7	900
UBE2A	FBXO7	900
UBE2C	FBXO7	900
UBE2D1	FBXO7	901
UBE2D2	FBXO7	900
UBE2D3	FBXO7	900
UBE2E1	FBXO7	900
UBE2E2	FBXO7	900
UBE2E3	FBXO7	900
UBE2F	FBXO7	900
UBE2G1	FBXO7	900
UBE2G2	FBXO7	900
UBE2H	FBXO7	900
UBE2J1	FBXO7	900
UBE2J2	FBXO7	900
UBE2L6	FBXO7	900
UBE2N	FBXO7	900
UBE2O	FBXO7	900
UBE2Q1	FBXO7	900
UBE2Q2	FBXO7	900
UBE2U	FBXO7	900
UBE2V1	FBXO7	900
UBE2V2	FBXO7	900
UBE2W	FBXO7	900
UBE2Z	FBXO7	900
BTRC	FBXO9	909
CAND1	FBXO9	937
CCDC22	FBXO9	900
CCNF	FBXO9	913
COMMD1	FBXO9	900
COMMD10	FBXO9	900
COMMD2	FBXO9	900
COMMD3	FBXO9	902
COMMD4	FBXO9	900
COMMD5	FBXO9	900
COMMD6	FBXO9	900
COMMD7	FBXO9	900
COMMD8	FBXO9	900
COMMD9	FBXO9	900
CUL1	FBXO9	949
DCUN1D1	FBXO9	902
DCUN1D2	FBXO9	902
DCUN1D3	FBXO9	902
DCUN1D4	FBXO9	903
DCUN1D5	FBXO9	902
FBH1	FBXO9	902
FBXL19	FBXO9	927
FBXL2	FBXO9	916
FBXL3	FBXO9	909
FBXL5	FBXO9	900
FBXO17	FBXO9	909
FBXO27	FBXO9	909
FBXO31	FBXO9	900
FBXO32	FBXO9	914
FBXO4	FBXO9	909
FBXO44	FBXO9	907
FBXO6	FBXO9	907
FBXW11	FBXO9	909
FBXW5	FBXO9	902
FBXW7	FBXO9	931
NEDD8	FBXO9	915
RPS27A	FBXO9	912
SKP2	FBXO9	913
UBA52	FBXO9	901
UBA7	FBXO9	902
UBB	FBXO9	918
UBC	FBXO9	918
UBE2A	FBXO9	903
UBE2B	FBXO9	903
UBE2C	FBXO9	903
UBE2D1	FBXO9	903
UBE2D2	FBXO9	903
UBE2D3	FBXO9	903
UBE2E1	FBXO9	903
UBE2E2	FBXO9	903
UBE2E3	FBXO9	903
UBE2F	FBXO9	916
UBE2G1	FBXO9	908
UBE2G2	FBXO9	900
UBE2H	FBXO9	911
UBE2J1	FBXO9	909
UBE2J2	FBXO9	900
UBE2K	FBXO9	904
UBE2L6	FBXO9	905
UBE2M	FBXO9	908
UBE2N	FBXO9	903
UBE2O	FBXO9	903
UBE2Q1	FBXO9	900
UBE2Q2	FBXO9	900
UBE2R2	FBXO9	909
UBE2S	FBXO9	903
UBE2U	FBXO9	903
UBE2V1	FBXO9	900
UBE2V2	FBXO9	900
UBE2W	FBXO9	903
UBE2Z	FBXO9	903
USP47	FBXO9	905
CAND1	FBXW10	902
COMMD2	FBXW10	900
COMMD5	FBXW10	900
DCUN1D2	FBXW10	900
DCUN1D4	FBXW10	900
UBA52	FBXW10	901
UBC	FBXW10	915
UBE2D2	FBXW10	904
UBE2E2	FBXW10	904
UBE2E3	FBXW10	904
UBE2F	FBXW10	900
UBE2G1	FBXW10	909
UBE2J1	FBXW10	904
UBE2J2	FBXW10	900
UBE2V2	FBXW10	900
UBE2W	FBXW10	904
BORA	FBXW11	902
BTRC	FBXW11	902
CAND1	FBXW11	916
CCDC22	FBXW11	900
CCNF	FBXW11	900
CHUK	FBXW11	910
COMMD1	FBXW11	901
COMMD10	FBXW11	900
COMMD2	FBXW11	900
COMMD3	FBXW11	900
COMMD4	FBXW11	900
COMMD5	FBXW11	900
COMMD6	FBXW11	900
COMMD7	FBXW11	900
COMMD8	FBXW11	902
CTNNB1	FBXW11	943
CUL1	FBXW11	942
DCUN1D1	FBXW11	902
DCUN1D2	FBXW11	902
DCUN1D3	FBXW11	902
DCUN1D4	FBXW11	901
FBH1	FBXW11	900
FBXL19	FBXW11	916
FBXL2	FBXW11	905
FBXL3	FBXW11	916
FBXL5	FBXW11	905
FBXO17	FBXW11	900
FBXO2	FBXW11	800
FBXO27	FBXW11	900
FBXO31	FBXW11	905
FBXO32	FBXW11	902
FBXO4	FBXW11	900
FBXO44	FBXW11	901
FBXO6	FBXW11	901
FBXW5	FBXW11	916
FBXW7	FBXW11	912
MAP3K14	FBXW11	901
NFKB2	FBXW11	904
NFKBIB	FBXW11	904
NFKBIE	FBXW11	904
REL	FBXW11	901
RELA	FBXW11	902
RPS27A	FBXW11	904
SKP2	FBXW11	942
TNIP2	FBXW11	900
UBA52	FBXW11	900
UBA7	FBXW11	902
UBB	FBXW11	912
UBC	FBXW11	912
UBE2A	FBXW11	912
UBE2B	FBXW11	912
UBE2C	FBXW11	912
UBE2D1	FBXW11	927
UBE2D2	FBXW11	927
UBE2D3	FBXW11	927
UBE2E1	FBXW11	915
UBE2E2	FBXW11	915
UBE2E3	FBXW11	915
UBE2F	FBXW11	902
UBE2G1	FBXW11	912
UBE2G2	FBXW11	900
UBE2H	FBXW11	901
UBE2J1	FBXW11	912
UBE2J2	FBXW11	900
UBE2L6	FBXW11	912
UBE2N	FBXW11	915
UBE2O	FBXW11	912
UBE2Q1	FBXW11	912
UBE2Q2	FBXW11	912
UBE2U	FBXW11	912
UBE2V1	FBXW11	900
UBE2V2	FBXW11	902
UBE2W	FBXW11	912
UBE2Z	FBXW11	912
USP47	FBXW11	905
CAND1	FBXW12	900
CCDC22	FBXW12	900
COMMD1	FBXW12	900
COMMD2	FBXW12	900
COMMD3	FBXW12	900
COMMD5	FBXW12	900
COMMD6	FBXW12	900
COMMD8	FBXW12	900
CUL1	FBXW12	900
DCUN1D2	FBXW12	900
DCUN1D3	FBXW12	900
DCUN1D4	FBXW12	900
UBA52	FBXW12	900
UBA7	FBXW12	900
UBB	FBXW12	900
UBC	FBXW12	900
UBE2A	FBXW12	901
UBE2C	FBXW12	901
UBE2D1	FBXW12	901
UBE2D2	FBXW12	901
UBE2D3	FBXW12	901
UBE2E1	FBXW12	901
UBE2E2	FBXW12	901
UBE2E3	FBXW12	901
UBE2F	FBXW12	900
UBE2G1	FBXW12	901
UBE2G2	FBXW12	900
UBE2H	FBXW12	900
UBE2J1	FBXW12	902
UBE2J2	FBXW12	900
UBE2N	FBXW12	901
UBE2O	FBXW12	902
UBE2U	FBXW12	901
UBE2V1	FBXW12	900
UBE2V2	FBXW12	900
UBE2W	FBXW12	901
UBE2Z	FBXW12	902
UBE2F	FBXW2	900
CAND1	FBXW4	900
CCDC22	FBXW4	902
CCT4	FBXW4	900
COMMD2	FBXW4	900
COMMD3	FBXW4	900
COMMD5	FBXW4	902
COMMD8	FBXW4	900
DCUN1D2	FBXW4	900
DCUN1D4	FBXW4	900
UBA52	FBXW4	902
UBC	FBXW4	900
UBE2A	FBXW4	900
UBE2D1	FBXW4	900
UBE2D2	FBXW4	900
UBE2E2	FBXW4	900
UBE2E3	FBXW4	900
UBE2F	FBXW4	902
UBE2G1	FBXW4	900
UBE2J1	FBXW4	900
UBE2J2	FBXW4	902
UBE2U	FBXW4	900
UBE2V2	FBXW4	900
UBE2W	FBXW4	900
BTRC	FBXW5	916
CAND1	FBXW5	902
CCDC22	FBXW5	901
CCNF	FBXW5	909
CCT4	FBXW5	900
CCT6B	FBXW5	900
COMMD2	FBXW5	900
COMMD3	FBXW5	900
COMMD5	FBXW5	902
COMMD6	FBXW5	900
COMMD8	FBXW5	900
COP1	FBXW5	901
CUL1	FBXW5	904
CUL4A	FBXW5	905
CUL4B	FBXW5	905
DCAF1	FBXW5	905
DCAF10	FBXW5	900
DCAF11	FBXW5	902
DCAF16	FBXW5	900
DCAF17	FBXW5	900
DCAF4	FBXW5	900
DCAF5	FBXW5	900
DCAF6	FBXW5	900
DCAF7	FBXW5	900
DCAF8	FBXW5	900
DCUN1D2	FBXW5	900
DCUN1D3	FBXW5	900
DCUN1D4	FBXW5	900
DDA1	FBXW5	900
DET1	FBXW5	900
DTL	FBXW5	905
FBH1	FBXW5	900
FBXL19	FBXW5	903
FBXL2	FBXW5	902
FBXL3	FBXW5	905
FBXL5	FBXW5	905
FBXO32	FBXW5	902
FBXO44	FBXW5	904
FBXO6	FBXW5	904
TCP1	FBXW5	900
UBA52	FBXW5	900
UBA7	FBXW5	900
UBC	FBXW5	900
UBE2A	FBXW5	900
UBE2C	FBXW5	900
UBE2D1	FBXW5	902
UBE2D2	FBXW5	902
UBE2D3	FBXW5	902
UBE2E2	FBXW5	902
UBE2E3	FBXW5	902
UBE2F	FBXW5	902
UBE2G1	FBXW5	900
UBE2G2	FBXW5	900
UBE2H	FBXW5	900
UBE2J1	FBXW5	900
UBE2J2	FBXW5	900
UBE2N	FBXW5	902
UBE2O	FBXW5	900
UBE2U	FBXW5	900
UBE2V1	FBXW5	900
UBE2V2	FBXW5	900
UBE2W	FBXW5	900
UBE2Z	FBXW5	900
USP47	FBXW5	905
BTRC	FBXW7	912
CAND1	FBXW7	916
CCDC22	FBXW7	900
CCNF	FBXW7	907
CCT2	FBXW7	900
CCT3	FBXW7	900
CCT4	FBXW7	900
CCT6B	FBXW7	900
CCT8	FBXW7	900
COMMD1	FBXW7	904
COMMD2	FBXW7	900
COMMD3	FBXW7	900
COMMD5	FBXW7	900
COMMD6	FBXW7	900
COMMD8	FBXW7	900
CUL1	FBXW7	963
DCUN1D1	FBXW7	902
DCUN1D2	FBXW7	902
DCUN1D3	FBXW7	902
DCUN1D4	FBXW7	902
FBH1	FBXW7	902
FBXL19	FBXW7	908
FBXL2	FBXW7	909
FBXL3	FBXW7	908
FBXL5	FBXW7	905
FBXO17	FBXW7	900
FBXO2	FBXW7	800
FBXO27	FBXW7	900
FBXO31	FBXW7	904
FBXO32	FBXW7	906
FBXO44	FBXW7	900
FBXO6	FBXW7	900
FBXW5	FBXW7	923
TCP1	FBXW7	900
UBA52	FBXW7	902
UBA7	FBXW7	905
UBB	FBXW7	915
UBC	FBXW7	915
UBE2A	FBXW7	904
UBE2C	FBXW7	904
UBE2D1	FBXW7	904
UBE2D2	FBXW7	904
UBE2D3	FBXW7	904
UBE2E1	FBXW7	904
UBE2E2	FBXW7	904
UBE2E3	FBXW7	904
UBE2F	FBXW7	900
UBE2G1	FBXW7	909
UBE2G2	FBXW7	902
UBE2H	FBXW7	902
UBE2J1	FBXW7	904
UBE2J2	FBXW7	900
UBE2L6	FBXW7	904
UBE2N	FBXW7	904
UBE2O	FBXW7	904
UBE2Q1	FBXW7	904
UBE2U	FBXW7	904
UBE2V1	FBXW7	900
UBE2V2	FBXW7	904
UBE2W	FBXW7	904
UBE2Z	FBXW7	904
USP47	FBXW7	904
CAND1	FBXW8	902
CCDC22	FBXW8	900
COMMD2	FBXW8	900
COMMD3	FBXW8	900
COMMD5	FBXW8	902
COMMD6	FBXW8	900
COMMD8	FBXW8	900
CUL1	FBXW8	925
CUL7	FBXW8	915
DCUN1D2	FBXW8	900
DCUN1D3	FBXW8	902
DCUN1D4	FBXW8	900
GLMN	FBXW8	900
UBA52	FBXW8	901
UBA7	FBXW8	905
UBC	FBXW8	915
UBE2A	FBXW8	904
UBE2C	FBXW8	905
UBE2D1	FBXW8	904
UBE2D2	FBXW8	904
UBE2D3	FBXW8	904
UBE2E2	FBXW8	904
UBE2E3	FBXW8	904
UBE2F	FBXW8	900
UBE2G1	FBXW8	909
UBE2G2	FBXW8	902
UBE2H	FBXW8	902
UBE2J1	FBXW8	904
UBE2J2	FBXW8	900
UBE2N	FBXW8	904
UBE2O	FBXW8	904
UBE2U	FBXW8	904
UBE2V1	FBXW8	900
UBE2V2	FBXW8	900
UBE2W	FBXW8	904
UBE2Z	FBXW8	904
CAND1	FBXW9	905
CCT4	FBXW9	900
COMMD2	FBXW9	900
COMMD5	FBXW9	902
DCUN1D2	FBXW9	900
DCUN1D4	FBXW9	900
UBA52	FBXW9	901
UBC	FBXW9	915
UBE2D2	FBXW9	904
UBE2E2	FBXW9	904
UBE2E3	FBXW9	904
UBE2F	FBXW9	900
UBE2G1	FBXW9	909
UBE2J1	FBXW9	904
UBE2J2	FBXW9	900
UBE2V2	FBXW9	900
UBE2W	FBXW9	904
IGLL5	FCAMR	900
IGLL5	FCER1A	900
INPP5D	FCER1A	900
LYN	FCER1A	900
SYK	FCER1A	900
WIPF1	FCER1A	900
CLEC4C	FCER1G	900
CLEC4D	FCER1G	907
CLEC4E	FCER1G	904
CLEC6A	FCER1G	902
FCER1A	FCER1G	902
FCGR2B	FCER1G	909
FCGR3A	FCER1G	813
FCGR3B	FCER1G	813
FYN	FCER1G	909
GP6	FCER1G	900
IGLL5	FCER1G	900
INPP5D	FCER1G	900
LYN	FCER1G	909
NCR1	FCER1G	802
NCR3	FCER1G	800
PLCG2	FCER1G	908
SYK	FCER1G	909
WIPF1	FCER1G	900
BMS1	FCF1	962
DDX47	FCF1	954
DDX52	FCF1	957
EMG1	FCF1	965
HEATR1	FCF1	953
NOP14	FCF1	957
NOP56	FCF1	965
PDCD11	FCF1	965
RCL1	FCF1	965
RPS14	FCF1	962
RPS6	FCF1	962
SNU13	FCF1	960
TBL3	FCF1	962
UTP11	FCF1	964
UTP14A	FCF1	950
UTP14C	FCF1	950
UTP25	FCF1	947
WDR36	FCF1	965
WDR43	FCF1	962
WDR46	FCF1	960
CD3G	FCGR1A	902
IGLL5	FCGR1A	900
LILRA5	FCGR1A	809
LILRA6	FCGR1A	804
LILRB2	FCGR1A	804
LILRB4	FCGR1A	818
LILRB5	FCGR1A	804
OSCAR	FCGR1A	800
PIK3R1	FCGR1A	900
PLCG2	FCGR1A	902
SYK	FCGR1A	902
VAV1	FCGR1A	905
VAV2	FCGR1A	902
VAV3	FCGR1A	902
CRK	FCGR2A	900
DOCK1	FCGR2A	900
ELMO1	FCGR2A	900
ELMO2	FCGR2A	900
IGLL5	FCGR2A	900
ITGAM	FCGR2A	900
ITGB2	FCGR2A	900
LILRA4	FCGR2A	804
LILRA5	FCGR2A	814
LILRA6	FCGR2A	804
LILRB1	FCGR2A	804
LILRB2	FCGR2A	804
LILRB4	FCGR2A	827
LILRB5	FCGR2A	804
OSCAR	FCGR2A	800
PIK3CB	FCGR2A	901
PIK3R1	FCGR2A	900
PLCG2	FCGR2A	902
SYK	FCGR2A	902
VAV1	FCGR2A	903
VAV2	FCGR2A	902
VAV3	FCGR2A	902
BCL6	FCGR2B	900
CD79B	FCGR2B	900
FCER1A	FCGR2B	902
IGLL5	FCGR2B	900
INPP5D	FCGR2B	913
LILRA5	FCGR2B	807
LILRA6	FCGR2B	804
LILRB2	FCGR2B	804
LILRB4	FCGR2B	814
LILRB5	FCGR2B	804
OSCAR	FCGR2B	800
CD2	FCGR3A	900
CD3G	FCGR3A	902
FCGR3B	FCGR3A	900
IGLL5	FCGR3A	900
LILRA5	FCGR3A	808
LILRA6	FCGR3A	804
LILRB2	FCGR3A	804
LILRB4	FCGR3A	814
LILRB5	FCGR3A	804
OSCAR	FCGR3A	800
PIK3R1	FCGR3A	900
PLCG2	FCGR3A	904
SYK	FCGR3A	902
VAV1	FCGR3A	907
VAV2	FCGR3A	902
VAV3	FCGR3A	902
OSCAR	FCGR3B	800
AP2B1	FCHO1	914
CLTC	FCHO1	928
AGTR1	FCHO2	900
AP2B1	FCHO2	914
ARRB1	FCHO2	900
ARRB2	FCHO2	900
CD3G	FCHO2	902
CHRM2	FCHO2	900
CLTC	FCHO2	942
CLTCL1	FCHO2	942
EPN1	FCHO2	918
FZD4	FCHO2	900
LDLR	FCHO2	902
SNAP91	FCHO2	909
STON2	FCHO2	902
UBC	FCHO2	901
MASP1	FCN2	912
MASP1	FCN3	905
CYP11A1	FDX1	904
FDXR	FDX1	955
FDXR	FDX2	933
CAND1	FEM1A	905
CCDC22	FEM1A	902
COMMD1	FEM1A	900
COMMD10	FEM1A	900
COMMD2	FEM1A	900
COMMD3	FEM1A	900
COMMD5	FEM1A	902
COMMD6	FEM1A	900
COMMD7	FEM1A	900
COMMD8	FEM1A	900
CUL2	FEM1A	938
DCUN1D1	FEM1A	905
DCUN1D2	FEM1A	905
DCUN1D4	FEM1A	901
ELOC	FEM1A	922
CAND1	FEM1B	902
CCDC22	FEM1B	900
COMMD1	FEM1B	900
COMMD2	FEM1B	900
COMMD3	FEM1B	900
COMMD5	FEM1B	900
COMMD6	FEM1B	900
COMMD8	FEM1B	900
CUL2	FEM1B	937
DCUN1D2	FEM1B	903
DCUN1D4	FEM1B	902
ELOC	FEM1B	919
CAND1	FEM1C	902
CCDC22	FEM1C	901
COMMD1	FEM1C	900
COMMD10	FEM1C	900
COMMD2	FEM1C	900
COMMD3	FEM1C	900
COMMD5	FEM1C	901
COMMD6	FEM1C	900
COMMD7	FEM1C	900
COMMD8	FEM1C	900
CUL2	FEM1C	938
DCUN1D1	FEM1C	906
DCUN1D2	FEM1C	913
DCUN1D4	FEM1C	901
ELOC	FEM1C	922
MRE11	FEN1	954
PARP1	FEN1	938
PCNA	FEN1	965
POLD1	FEN1	952
POLD2	FEN1	943
POLD4	FEN1	900
POLE	FEN1	942
POLE3	FEN1	908
POLE4	FEN1	904
RAD50	FEN1	931
RBBP8	FEN1	901
RFC1	FEN1	928
RFC3	FEN1	963
RFC4	FEN1	956
RFC5	FEN1	926
RPA2	FEN1	946
CTNNA1	FER	906
CTNNB1	FER	908
CTNND1	FER	900
KIT	FER	914
FBLIM1	FERMT2	901
FBLIM1	FERMT3	803
DPYSL3	FES	902
DPYSL4	FES	902
FYN	FES	913
IL2RG	FES	909
IL4R	FES	901
IRS2	FES	908
JAK1	FES	910
JAK3	FES	909
PAK3	FES	912
PLXNA1	FES	904
PLXNA2	FES	905
PLXNA3	FES	904
PLXNA4	FES	913
RAC1	FES	912
GNA14	FFAR1	900
GNA15	FFAR1	900
GNAQ	FFAR1	900
GNB1	FFAR1	900
GNB2	FFAR1	900
GNB5	FFAR1	900
GNG10	FFAR1	900
GNG11	FFAR1	900
GNG12	FFAR1	900
GNG13	FFAR1	900
GNG2	FFAR1	900
GNG3	FFAR1	900
GNG4	FFAR1	900
GNG5	FFAR1	900
GNG7	FFAR1	900
GNG8	FFAR1	900
GNGT1	FFAR1	900
GNGT2	FFAR1	900
GNB1	FFAR2	900
GNA14	FFAR3	900
GNB1	FFAR3	900
GNG10	FFAR3	900
GNG12	FFAR3	900
GNG2	FFAR3	900
GNG4	FFAR3	900
GNG5	FFAR3	900
GNG7	FFAR3	900
GNGT2	FFAR3	900
GNA14	FFAR4	914
GNB1	FFAR4	915
GNG10	FFAR4	912
GNG4	FFAR4	912
GNG7	FFAR4	912
GNGT2	FFAR4	912
AGGF1	FGB	900
AGTRAP	FGB	900
AKAP9	FGB	900
APBB1IP	FGB	903
ATG7	FGB	900
BCAR1	FGB	900
BCL2L11	FGB	900
ESRP1	FGB	900
F2	FGB	905
FAM114A2	FGB	900
FAM131B	FGB	900
FGG	FGB	979
FXR1	FGB	900
HRAS	FGB	901
ITGAD	FGB	902
ITGAM	FGB	902
ITGAX	FGB	902
ITGB1	FGB	902
ITGB2	FGB	904
ITGB3	FGB	902
KDM7A	FGB	900
KIAA1549	FGB	900
KSR1	FGB	902
LMNA	FGB	900
MARK3	FGB	900
MIS12	FGB	890
MPRIP	FGB	900
NRAS	FGB	901
PLAU	FGB	905
PLAUR	FGB	900
PTK2	FGB	900
QKI	FGB	900
RAP1A	FGB	901
SND1	FGB	900
SRC	FGB	902
SYK	FGB	901
TLN1	FGB	900
TLR4	FGB	901
TRAK1	FGB	900
TRIM24	FGB	900
YWHAB	FGB	900
FGD3	FGD1	804
FGFBP1	FGF10	923
FGFBP3	FGF10	900
FGFRL1	FGF10	923
FLRT2	FGF10	902
FLRT3	FGF10	903
FRS2	FGF10	913
